name,file,line,type,comment
no_match,../tensorflow/tensorflow/python/autograph/pyct/ast_util.py,164,method,
is_wildcard,../tensorflow/tensorflow/python/autograph/pyct/ast_util.py,168,method,
generic_visit,../tensorflow/tensorflow/python/autograph/pyct/ast_util.py,177,method,
PatternMatcher,../tensorflow/tensorflow/python/autograph/pyct/ast_util.py,150,class,Matches a node against a pattern represented by a node.
matches,../tensorflow/tensorflow/python/autograph/pyct/ast_util.py,214,function,Basic pattern matcher for AST.
apply_to_single_assignments,../tensorflow/tensorflow/python/autograph/pyct/ast_util.py,236,function,Applies a function to each individual assignment.
parallel_walk,../tensorflow/tensorflow/python/autograph/pyct/ast_util.py,283,function,Walks two ASTs in parallel.
dedent_block,../tensorflow/tensorflow/python/autograph/pyct/parser.py,65,function,Dedents a code so that its first line starts at row zero.
parse_entity,../tensorflow/tensorflow/python/autograph/pyct/parser.py,133,function,Returns the AST and source code of given entity.
parse,../tensorflow/tensorflow/python/autograph/pyct/parser.py,323,function,Returns the AST of given piece of code.
parse_expression,../tensorflow/tensorflow/python/autograph/pyct/parser.py,347,function,Returns the AST of given identifier.
unparse,../tensorflow/tensorflow/python/autograph/pyct/parser.py,366,function,Returns the source code of given AST.
create,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,167,method,Initializes a function.
instantiate,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,190,method,Creates a new function instance.
get_transformed_name,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,251,method,Returns a name for the output function. Subclasses may override this.
transform_ast,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,259,method,Performs an actual transformation of a function's AST.
transform,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,270,method,Transforms a Python object.
transform_module,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,300,method,Transforms a module.
transform_function,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,328,method,Transforms a function.
GenericTranspiler,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,227,class,A generic transpiler for Python functions.
get_extra_locals,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,402,method,Returns extra static local variables to be made to transformed code.
get_caching_key,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,413,method,Returns a unique key to use for caching.
transform_function,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,436,method,Transforms a function. See GenericTranspiler.trasnform_function.
PyToPy,../tensorflow/tensorflow/python/autograph/pyct/transpiler.py,368,class,A generic Python-to-Python transpiler.
visit,../tensorflow/tensorflow/python/autograph/pyct/templates.py,46,method,
visit_Attribute,../tensorflow/tensorflow/python/autograph/pyct/templates.py,58,method,
visit_Tuple,../tensorflow/tensorflow/python/autograph/pyct/templates.py,64,method,
visit_List,../tensorflow/tensorflow/python/autograph/pyct/templates.py,68,method,
visit_Name,../tensorflow/tensorflow/python/autograph/pyct/templates.py,72,method,
visit_Call,../tensorflow/tensorflow/python/autograph/pyct/templates.py,76,method,
visit_Dict,../tensorflow/tensorflow/python/autograph/pyct/templates.py,83,method,
visit_Subscript,../tensorflow/tensorflow/python/autograph/pyct/templates.py,89,method,
visit_comprehension,../tensorflow/tensorflow/python/autograph/pyct/templates.py,95,method,
visit_Lambda,../tensorflow/tensorflow/python/autograph/pyct/templates.py,101,method,
ContextAdjuster,../tensorflow/tensorflow/python/autograph/pyct/templates.py,35,class,Adjusts the ctx field of nodes to ensure consistency.
visit_Expr,../tensorflow/tensorflow/python/autograph/pyct/templates.py,146,method,
visit_keyword,../tensorflow/tensorflow/python/autograph/pyct/templates.py,154,method,
visit_FunctionDef,../tensorflow/tensorflow/python/autograph/pyct/templates.py,172,method,
visit_Attribute,../tensorflow/tensorflow/python/autograph/pyct/templates.py,185,method,
visit_Name,../tensorflow/tensorflow/python/autograph/pyct/templates.py,197,method,
ReplaceTransformer,../tensorflow/tensorflow/python/autograph/pyct/templates.py,108,class,Replace AST nodes.
replace,../tensorflow/tensorflow/python/autograph/pyct/templates.py,234,function,Replaces placeholders in a Python template.
replace_as_expression,../tensorflow/tensorflow/python/autograph/pyct/templates.py,279,function,"Variant of replace that generates expressions, instead of code blocks."
generic_visit,../tensorflow/tensorflow/python/autograph/pyct/pretty_printer.py,59,method,
PrettyPrinter,../tensorflow/tensorflow/python/autograph/pyct/pretty_printer.py,26,class,Print AST nodes.
fmt,../tensorflow/tensorflow/python/autograph/pyct/pretty_printer.py,128,function,
setUp,../tensorflow/tensorflow/python/autograph/pyct/ast_util_test.py,37,method,
assertMatch,../tensorflow/tensorflow/python/autograph/pyct/ast_util_test.py,134,method,
assertNoMatch,../tensorflow/tensorflow/python/autograph/pyct/ast_util_test.py,139,method,
assertLambdaNodes,../tensorflow/tensorflow/python/autograph/pyct/ast_util_test.py,230,method,
load_source,../tensorflow/tensorflow/python/autograph/pyct/loader.py,50,function,Loads the given source code as a Python module.
load_ast,../tensorflow/tensorflow/python/autograph/pyct/loader.py,70,function,Loads the given AST as a Python module.
AnalysisLevel,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,32,class,
Context,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,41,class,Contains information about a source code transformation.
EntityInfo,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,63,class,Contains information about a Python entity.
enter,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,131,method,
exit,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,134,method,
stack,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,138,method,
level,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,142,method,
value,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,146,method,
debug_print,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,270,method,Helper method useful for debugging. Prints the AST.
debug_print_src,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,276,method,Helper method useful for debugging. Prints the AST as code.
visit_block,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,282,method,A more powerful version of generic_visit for statement blocks.
NodeStateTracker,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,200,class,Base class for general-purpose Python code transformation.
create_assignment,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,367,method,
apply_to_single_assignments,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,374,method,Applies a function to each individual assignment.
visit,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,421,method,
Base,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,360,class,Base class for general-purpose Python-to-Python code transformation.
emit,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,513,method,
code_buffer,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,517,method,
visit,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,520,method,
CodeGenerator,../tensorflow/tensorflow/python/autograph/pyct/transformer.py,478,class,Base class for general-purpose Python-to-string code transformation.
assertQNStringIs,../tensorflow/tensorflow/python/autograph/pyct/qual_names_test.py,185,method,
PyCTError,../tensorflow/tensorflow/python/autograph/pyct/errors.py,22,class,Base class for all exceptions.
UnsupportedLanguageElementError,../tensorflow/tensorflow/python/autograph/pyct/errors.py,27,class,Raised for code patterns that AutoGraph does not support.
is_literal,../tensorflow/tensorflow/python/autograph/pyct/gast_util.py,40,function,Tests whether node represents a Python literal.
NoValue,../tensorflow/tensorflow/python/autograph/pyct/anno.py,37,class,
Basic,../tensorflow/tensorflow/python/autograph/pyct/anno.py,43,class,Container for basic annotation keys.
Static,../tensorflow/tensorflow/python/autograph/pyct/anno.py,67,class,Container for static analysis annotation keys.
keys,../tensorflow/tensorflow/python/autograph/pyct/anno.py,110,function,
getanno,../tensorflow/tensorflow/python/autograph/pyct/anno.py,116,function,
hasanno,../tensorflow/tensorflow/python/autograph/pyct/anno.py,123,function,
setanno,../tensorflow/tensorflow/python/autograph/pyct/anno.py,127,function,
delanno,../tensorflow/tensorflow/python/autograph/pyct/anno.py,137,function,
copyanno,../tensorflow/tensorflow/python/autograph/pyct/anno.py,145,function,
dup,../tensorflow/tensorflow/python/autograph/pyct/anno.py,154,function,Recursively copies annotations in an AST tree.
LineLocation,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,35,class,"Similar to Location, but without column information."
line_loc,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,58,method,
Location,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,46,class,Encodes code location information.
as_frame,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,75,method,Returns a 4-tuple consistent with the return of traceback.extract_tb.
OriginInfo,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,62,class,Container for information about the source code before conversion.
create_source_map,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,89,function,Creates a source map between an annotated AST and the code it compiles to.
visit,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,212,method,
OriginResolver,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,166,class,Annotates an AST with additional source information like file name.
resolve,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,226,function,"Adds origin information to an AST, based on the source it was loaded from."
resolve_entity,../tensorflow/tensorflow/python/autograph/pyct/origin_info.py,271,function,"Like resolve, but extracts the context information from an entity."
CallerMustSetThis,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,36,class,
Symbol,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,40,class,Represents a Python symbol.
Literal,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,44,class,Represents a Python numeric literal.
is_symbol,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,95,method,
is_simple,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,98,method,
is_composite,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,101,method,
has_subscript,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,104,method,
has_attr,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,107,method,
parent,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,111,method,
owner_set,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,117,method,Returns all the symbols (simple or composite) that own this QN.
support_set,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,133,method,Returns the set of simple symbols that this QN relies on.
ssf,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,175,method,Simple symbol form.
ast,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,187,method,AST representation.
QN,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,57,class,Represents a qualified name.
visit_Name,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,216,method,
visit_Attribute,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,221,method,
visit_Subscript,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,228,method,
QnResolver,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,210,class,Annotates nodes with QN information.
resolve,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,251,function,
from_str,../tensorflow/tensorflow/python/autograph/pyct/qual_names.py,255,function,
assertHasFnDefs,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs_test.py,53,method,
assertHasLiveOut,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness_test.py,57,method,
assertHasLiveIn,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness_test.py,66,method,
init_state,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,47,method,
visit_node,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,50,method,
Analyzer,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,40,class,CFG visitor that performs liveness analysis at statement level.
visit,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,121,method,
visit_Lambda,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,142,method,
visit_FunctionDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,145,method,
visit_If,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,168,method,
visit_For,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,173,method,
visit_While,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,178,method,
visit_Try,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,183,method,
visit_ExceptHandler,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,188,method,
visit_With,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,193,method,
visit_Expr,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,197,method,
TreeAnnotator,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,96,class,Runs liveness analysis on each of the functions defined in the AST.
resolve,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/liveness.py,206,function,Resolves the live symbols at the exit of control flow statements.
assertMissing,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity_test.py,43,method,
assertReadOnly,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity_test.py,47,method,
assertWriteOnly,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity_test.py,51,method,
assertReadWrite,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity_test.py,55,method,
assertSymbolSetsAre,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity_test.py,131,method,
assertScopeIs,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity_test.py,142,method,"Assert the scope contains specific used, modified & created variables."
res_name,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,35,method,
res_value,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,38,method,
res_call,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,42,method,
res_arg,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,50,method,
get_transformed_name,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,64,method,
transform_ast,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,67,method,
assertTypes,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,79,method,
assertClosureTypes,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference_test.py,85,method,
res_name,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,54,method,"Resolves the type an external (e.g. closure, global) variable."
res_value,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,58,method,Resolves the type a literal value.
res_call,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,63,method,Resolves the return type an external function or method call.
res_arg,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,78,method,Resolves the type of a (possibly annotated) function argument.
Resolver,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,41,class,Resolver objects handle the process of looking up actual names and types.
visit,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,178,method,
visit_FunctionDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,185,method,
visit_Constant,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,189,method,
visit_Tuple,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,192,method,
visit_List,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,203,method,
visit_Set,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,212,method,
visit_Name,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,215,method,
visit_Call,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,244,method,
visit_Index,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,273,method,
visit_Assign,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,276,method,
visit_Subscript,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,284,method,
visit_Compare,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,294,method,
visit_BinOp,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,316,method,
StmtInferrer,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,162,class,Runs type inference on a single AST statement.
init_state,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,348,method,
visit_node,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,364,method,
Analyzer,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,329,class,CFG visitor that propagates type information across statements.
visit_FunctionDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,402,method,
FunctionVisitor,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,394,class,AST visitor that applies type inference to each function separately.
resolve,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/type_inference.py,417,function,Performs type inference.
enclosing_scope,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,130,method,
referenced,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,137,method,
free_vars,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,143,method,
copy_from,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,147,method,Recursively copies the contents of this scope from another scope.
copy_of,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,162,function,
merge_from,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,172,method,Adds all activity from another scope to this scope.
finalize,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,185,method,Freezes this scope.
mark_param,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,207,method,
Scope,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,36,class,Encloses local symbol definition and usage information.
visit_Import,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,353,method,
visit_ImportFrom,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,356,method,
visit_Global,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,359,method,
visit_Nonlocal,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,368,method,
visit_Expr,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,378,method,
visit_Raise,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,381,method,
visit_Return,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,384,method,
visit_Assign,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,387,method,
visit_AnnAssign,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,390,method,
visit_AugAssign,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,399,method,
visit_Delete,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,413,method,
visit_Name,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,416,method,
visit_alias,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,422,method,
visit_Attribute,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,435,method,
visit_Subscript,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,443,method,
visit_Print,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,450,method,
visit_Assert,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,457,method,
visit_Call,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,460,method,
visit_comprehension,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,509,method,
visit_DictComp,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,516,method,
visit_ListComp,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,519,method,
visit_SetComp,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,522,method,
visit_GeneratorExp,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,525,method,
visit_ClassDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,528,method,
visit_FunctionDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,568,method,
visit_Lambda,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,606,method,
visit_With,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,648,method,
visit_withitem,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,654,method,
visit_If,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,657,method,
visit_For,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,668,method,
visit_While,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,685,method,
visit_ExceptHandler,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,696,method,
ActivityAnalyzer,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,230,class,Annotates nodes with local scope information.
resolve,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/activity.py,707,function,
assertHasDefs,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions_test.py,58,method,
assertHasDefinedIn,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions_test.py,64,method,
assertSameDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions_test.py,73,method,
assertNotSameDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions_test.py,80,method,
Definition,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,32,class,Definition objects describe a unique definition of a function.
init_state,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,85,method,
visit_node,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,88,method,
Analyzer,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,76,class,CFG visitor that determines reaching definitions at statement level.
visit_FunctionDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,147,method,
visit_Lambda,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,150,method,
visit,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,153,method,
TreeAnnotator,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,109,class,AST visitor that annotates each symbol name with its reaching definitions.
resolve,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py,170,function,Resolves reaching definitions for each symbol.
NoValue,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/annos.py,27,class,
NodeAnno,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/annos.py,33,class,Additional annotations used by the static analyzer.
Definition,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,40,class,Definition objects describe a unique definition of a variable.
init_state,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,120,method,
visit_node,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,123,method,
Analyzer,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,112,class,CFG visitor that determines reaching definitions at statement level.
visit_FunctionDef,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,189,method,
visit_Name,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,204,method,
visit_If,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,233,method,
visit_For,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,237,method,
visit_While,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,253,method,
visit_Try,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,257,method,
visit_ExceptHandler,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,261,method,
visit,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,267,method,
TreeAnnotator,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,169,class,AST visitor that annotates each symbol name with its reaching definitions.
resolve,../tensorflow/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py,279,function,Resolves reaching definitions for each symbol.
new_name,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,50,method,
DummyGensym,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,40,class,A dumb gensym that suffixes a stem by sequential numbers from 1000.
matches,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,76,method,Computes whether this pattern matches the given edge.
ASTEdgePattern,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,60,class,A pattern defining a type of AST edge.
visit_Return,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,256,method,
visit_Delete,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,259,method,
visit_Assign,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,262,method,
visit_AugAssign,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,265,method,
visit_Print,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,268,method,
visit_For,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,271,method,
visit_AsyncFor,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,290,method,
visit_While,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,295,method,
visit_If,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,307,method,
visit_With,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,324,method,
visit_AsyncWith,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,343,method,
visit_Raise,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,348,method,
visit_Assert,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,353,method,
visit_Exec,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,361,method,
visit_Expr,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,366,method,
visit_BoolOp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,371,method,
visit_BinOp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,376,method,
visit_UnaryOp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,379,method,
visit_Lambda,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,382,method,
visit_IfExp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,387,method,
visit_Dict,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,393,method,
visit_Set,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,396,method,
visit_ListComp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,399,method,
visit_SetComp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,405,method,
visit_DictComp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,411,method,
visit_GeneratorExp,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,417,method,
visit_Await,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,423,method,
visit_Yield,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,428,method,
visit_YieldFrom,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,431,method,
visit_Compare,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,436,method,
visit_Call,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,443,method,
visit_Repr,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,446,method,
visit_FormattedValue,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,451,method,
visit_JoinedStr,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,456,method,
visit_Attribute,../tensorflow/tensorflow/python/autograph/pyct/common_transformers/anf.py,461,method,
